=== Tenant Migration Log Started: 2026-01-17T23:29:33.470619600 ===
[23:29:34] [77] [customers] 9b5b8b8f9ab1c264a71e36b63785f661.png -> 9b5b8b8f9ab1c264a71e36b63785f661.png [OK]
[23:29:34] [77] [products] extras -> extras [OK]
[23:29:34] [78] [products] extras -> extras [OK]
[23:29:34] [79] [products] extras -> extras [OK]
[23:29:34] [8] [brands] 1 -> 1 [OK]
[23:29:34] [8] [brands] 10 -> 10 [OK]
[23:29:34] [8] [brands] 11 -> 11 [OK]
[23:29:34] [8] [brands] 12 -> 12 [OK]
[23:29:34] [8] [brands] 13 -> 13 [OK]
[23:29:34] [8] [brands] 14 -> 14 [OK]
[23:29:34] [8] [brands] 15 -> 15 [OK]
[23:29:34] [8] [brands] 16 -> 16 [OK]
[23:29:34] [8] [brands] 17 -> 17 [OK]
[23:29:34] [8] [brands] 18 -> 18 [OK]
[23:29:34] [8] [brands] 19 -> 19 [OK]
[23:29:34] [8] [brands] 2 -> 2 [OK]
[23:29:34] [8] [brands] 20 -> 20 [OK]
[23:29:34] [8] [brands] 21 -> 21 [OK]
[23:29:34] [8] [brands] 22 -> 22 [OK]
[23:29:34] [8] [brands] 23 -> 23 [OK]
[23:29:34] [8] [brands] 24 -> 24 [OK]
[23:29:34] [8] [brands] 25 -> 25 [OK]
[23:29:34] [8] [brands] 26 -> 26 [OK]
[23:29:34] [8] [brands] 27 -> 27 [OK]
[23:29:34] [8] [brands] 28 -> 28 [OK]
[23:29:34] [8] [brands] 29 -> 29 [OK]
[23:29:34] [8] [brands] 3 -> 3 [OK]
[23:29:34] [8] [brands] 30 -> 30 [OK]
[23:29:34] [8] [brands] 31 -> 31 [OK]
[23:29:34] [8] [brands] 32 -> 32 [OK]
[23:29:34] [8] [brands] 33 -> 33 [OK]
[23:29:34] [8] [brands] 34 -> 34 [OK]
[23:29:34] [8] [brands] 35 -> 35 [OK]
[23:29:34] [8] [brands] 36 -> 36 [OK]
[23:29:34] [8] [brands] 37 -> 37 [OK]
[23:29:34] [8] [brands] 38 -> 38 [OK]
[23:29:34] [8] [brands] 39 -> 39 [OK]
[23:29:34] [8] [brands] 4 -> 4 [OK]
[23:29:34] [8] [brands] 40 -> 40 [OK]
[23:29:34] [8] [brands] 41 -> 41 [OK]
[23:29:34] [8] [brands] 42 -> 42 [OK]
[23:29:34] [8] [brands] 43 -> 43 [OK]
[23:29:34] [8] [brands] 44 -> 44 [OK]
[23:29:34] [8] [brands] 45 -> 45 [OK]
[23:29:34] [8] [brands] 46 -> 46 [OK]
[23:29:34] [8] [brands] 47 -> 47 [OK]
[23:29:34] [8] [brands] 48 -> 48 [OK]
[23:29:34] [8] [brands] 49 -> 49 [OK]
[23:29:34] [8] [brands] 5 -> 5 [OK]
[23:29:34] [8] [brands] 50 -> 50 [OK]
[23:29:34] [8] [brands] 51 -> 51 [OK]
[23:29:34] [8] [brands] 52 -> 52 [OK]
[23:29:34] [8] [brands] 53 -> 53 [OK]
[23:29:34] [8] [brands] 54 -> 54 [OK]
[23:29:34] [8] [brands] 6 -> 6 [OK]
[23:29:34] [8] [brands] 7 -> 7 [OK]
[23:29:34] [8] [brands] 8 -> 8 [OK]
[23:29:34] [8] [brands] 9 -> 9 [OK]
[23:29:34] [8] [brands] Pelican.png -> Pelican.png [OK]
[23:29:34] [8] [products] extras -> extras [OK]
[23:29:34] [8] [products] Samsung 500GB SSD main 2.png -> Samsung 500GB SSD main 2.png [OK]
[23:29:34] [8] [users] Ammanolla.png -> Ammanolla.png [OK]
[23:29:34] [80] [products] extras -> extras [OK]
[23:29:34] [81] [products] extras -> extras [OK]
[23:29:34] [82] [products] extras -> extras [OK]
[23:29:34] [83] [products] extras -> extras [OK]
[23:29:34] [84] [customers] 360_F_256947386_VJGb69dBUeVGRBJEV56nnan2N1hMA8CW.jpg -> 360_F_256947386_VJGb69dBUeVGRBJEV56nnan2N1hMA8CW.jpg [OK]
[23:29:34] [84] [customers] 9b5b8b8f9ab1c264a71e36b63785f661.png -> 9b5b8b8f9ab1c264a71e36b63785f661.png [OK]
[23:29:34] [84] [customers] Jellyfish.jpg -> Jellyfish.jpg [OK]
[23:29:34] [84] [customers] Tulips.jpg -> Tulips.jpg [OK]
[23:29:34] [84] [products] extras -> extras [OK]
[23:29:34] [85] [customers] 3fc349d6beaed0138151295960278aeb.png -> 3fc349d6beaed0138151295960278aeb.png [OK]
[23:29:34] [85] [products] extras -> extras [OK]
[23:29:34] [86] [customers] 9b5b8b8f9ab1c264a71e36b63785f661.png -> 9b5b8b8f9ab1c264a71e36b63785f661.png [OK]
[23:29:34] [86] [products] extras -> extras [OK]
[23:29:34] [87] [customers] 3fc349d6beaed0138151295960278aeb.png -> 3fc349d6beaed0138151295960278aeb.png [OK]
[23:29:34] [87] [products] extras -> extras [OK]
[23:29:34] [88] [customers] 14f38f8cfd0b5389a211054b20083b8c.png -> 14f38f8cfd0b5389a211054b20083b8c.png [OK]
[23:29:34] [88] [products] extras -> extras [OK]
[23:29:34] [89] [products] extras -> extras [OK]
[23:29:34] [9] [products] extras -> extras [OK]
[23:29:34] [9] [users] Bill Feeny.png -> Bill Feeny.png [OK]
[23:29:34] [90] [products] extras -> extras [OK]
[23:29:34] [92] [products] extras -> extras [OK]
[23:29:34] [93] [products] extras -> extras [OK]
[23:29:34] [94] [customers] Tulips.jpg -> Tulips.jpg [OK]
[23:29:34] [94] [products] extras -> extras [OK]
[23:29:34] [95] [products] extras -> extras [OK]
[23:29:34] [96] [products] extras -> extras [OK]
[23:29:34] [97] [products] extras -> extras [OK]
[23:29:34] [98] [products] extras -> extras [OK]
[23:29:34] [99] [customers] Welcome Scan.jpg -> Welcome Scan.jpg [OK]
[23:29:34] [99] [products] extras -> extras [OK]
=========================================
MIGRATION SUMMARY
Total Tenants Processed: 124
Total Files Moved: 528
Errors: 0
=========================================
